symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes,slot
TLF,2026-02-04,4,7,05:49:00,3.42,0.0,3.4115,05:50:00,3.4115,stop_hit,-0.0085,14619,-124.99,0.01,1.0,0
TLF,2026-02-04,20,10,09:02:00,3.3069,0.0,3.2917,09:06:00,3.2917,stop_hit,-0.0152,15119,-229.05,0.0152,4.0,0
TLF,2026-02-04,26,8,09:30:00,3.26,0.0,3.2319,09:31:00,3.2319,stop_hit,-0.0281,15337,-430.97,0.0281,1.0,0
TLF,2026-02-04,38,7,12:05:00,3.2,0.0,3.187,12:14:00,3.187,stop_hit,-0.013,15625,-202.93,0.013,9.0,0
LBTYB,2026-02-05,6,7,10:45:00,11.57,0.0,11.1521,10:46:00,11.1521,stop_hit,-0.4179,2392,-999.74,0.4179,1.0,0
RNAZ,2026-02-05,5,7,16:54:00,9.8,0.0,9.6857,17:00:00,9.9479,trailing_stop,0.1479,5102,754.39,0.1143,6.0,0
RNAZ,2026-02-05,7,7,17:05:00,9.75,0.0,9.7256,17:06:00,9.7256,stop_hit,-0.0244,5128,-124.99,0.0244,1.0,0
RNAZ,2026-02-05,9,10,17:36:00,9.68,0.0,9.5161,17:52:00,9.8081,trailing_stop,0.1281,5165,661.51,0.1639,16.0,0
RNAZ,2026-02-05,15,7,18:22:00,9.76,0.0,9.7256,18:27:00,9.7828,trailing_stop,0.0228,5122,116.85,0.0344,5.0,0
FLYE,2026-02-06,12,7,10:11:00,5.485,0.0,5.1072,10:26:00,5.1072,stop_hit,-0.3778,2646,-999.66,0.3778,15.0,0
FLYE,2026-02-06,33,7,17:53:00,3.33,0.0,3.3218,18:01:00,3.3881,trailing_stop,0.0581,15015,872.18,0.01,8.0,0
LIMN,2026-02-09,7,8,09:07:00,2.0185,0.0,2.0,09:08:00,2.0407,trailing_stop,0.0222,24770,550.98,0.0185,1.0,0
ICU,2026-02-09,4,7,09:11:00,2.365,0.0,2.3541,09:12:00,2.3845,trailing_stop,0.0195,21141,413.31,0.0109,1.0,0
LIMN,2026-02-09,8,10,09:14:00,2.05,0.0,2.0135,09:17:00,2.0135,stop_hit,-0.0365,24390,-891.36,0.0365,3.0,0
ELTK,2026-02-09,4,7,09:50:00,8.93,0.0,8.8778,09:51:00,8.9739,trailing_stop,0.0439,5599,245.66,0.0522,1.0,0
OKLL,2026-02-09,7,8,11:52:00,15.315,0.0,15.2318,11:58:00,15.2318,stop_hit,-0.0832,3264,-271.48,0.0832,6.0,0
SPOG,2026-02-10,5,7,06:02:00,7.03,0.0,6.8528,06:03:00,7.2114,trailing_stop,0.1814,7067,968.98,0.1772,1.0,0
SMX,2026-02-10,8,8,08:59:00,13.55,0.0,13.5161,09:00:00,13.5831,trailing_stop,0.0331,3690,122.0,0.0339,1.0,0
SMX,2026-02-10,10,10,09:12:00,13.7514,0.0,13.566,09:14:00,13.8973,trailing_stop,0.1459,3635,530.35,0.1854,2.0,0
SPOG,2026-02-10,26,7,11:23:00,7.8498,0.0,7.8104,11:24:00,7.8104,stop_hit,-0.0394,6369,-250.78,0.0394,1.0,0
SPOG,2026-02-10,31,7,12:06:00,7.78,0.0,7.7606,12:08:00,7.8101,trailing_stop,0.0301,6426,193.26,0.0194,2.0,0
SPOG,2026-02-10,37,8,12:55:00,7.7,0.0,7.6808,12:57:00,7.6808,stop_hit,-0.0192,6493,-124.99,0.0192,2.0,0
SPOG,2026-02-10,39,10,13:03:00,7.687,0.0,7.6808,13:04:00,7.6938,trailing_stop,0.0068,6504,44.06,0.01,1.0,0
SPOG,2026-02-10,55,8,15:25:00,7.7729,0.0,7.7207,15:36:00,7.8037,trailing_stop,0.0308,6432,197.94,0.0522,11.0,0
SPOG,2026-02-10,75,8,18:52:00,7.8586,0.0,7.7821,19:26:00,7.7821,stop_hit,-0.0765,6362,-486.72,0.0765,34.0,0
VELO,2026-02-11,3,8,09:04:00,14.49,0.0,14.3626,09:17:00,14.3626,stop_hit,-0.1274,3450,-439.52,0.1274,13.0,0
DFSC,2026-02-11,6,8,11:12:00,2.165,0.0,2.1247,11:14:00,2.2298,trailing_stop,0.0648,23094,1497.36,0.0403,2.0,0
FEED,2026-02-12,4,8,07:32:00,2.95,0.0,2.9127,07:33:00,2.9813,trailing_stop,0.0313,16949,531.35,0.0373,1.0,0
FEED,2026-02-12,15,8,09:20:00,2.94,0.0,2.9227,09:24:00,2.9227,stop_hit,-0.0173,17006,-294.63,0.0173,4.0,0
VTAK,2026-02-12,5,7,09:31:00,1.71,0.0,1.7057,09:32:00,1.7057,stop_hit,-0.0043,29239,-125.0,0.01,1.0,0
VTAK,2026-02-12,11,7,10:48:00,1.62,0.0,1.601,10:54:00,1.6705,trailing_stop,0.0505,30864,1558.44,0.019,6.0,0
PLYX,2026-02-12,7,7,11:54:00,3.0021,0.0,2.9925,11:57:00,3.1278,trailing_stop,0.1257,16655,2093.53,0.01,3.0,0
BATL,2026-02-13,8,7,09:05:00,2.75,0.0,2.7032,09:52:00,2.7032,stop_hit,-0.0468,18181,-850.42,0.0468,47.0,0
FGNX,2026-02-13,4,8,10:06:00,8.4056,0.0,8.2793,10:08:00,8.4768,trailing_stop,0.0712,5948,423.65,0.1263,2.0,0
MCRB,2026-02-13,3,7,10:58:00,9.47,0.0,9.2768,10:58:00,9.47,session_end,0.0,5174,0.0,0.1932,0.0,0
SIF,2026-02-13,6,9,11:03:00,10.19,0.0,10.0598,11:09:00,10.2749,trailing_stop,0.0849,4906,416.49,0.1302,6.0,0
SIF,2026-02-13,8,10,11:22:00,10.245,0.0,10.1296,11:55:00,10.18,session_end,-0.065,4880,-317.2,0.1154,33.0,0
UONE,2026-02-13,5,10,11:36:00,13.0933,0.0,12.3391,11:43:00,12.3391,stop_hit,-0.7542,1325,-999.35,0.7542,7.0,1
FGNX,2026-02-13,19,7,11:49:00,8.83,0.0,8.7576,11:54:00,8.9238,trailing_stop,0.0938,5662,530.96,0.0724,5.0,1
OBAI,2026-02-17,36,7,19:21:00,3.34,0.0,3.3017,19:28:00,3.3017,stop_hit,-0.0383,14970,-572.98,0.0383,7.0,0
PSIG,2026-02-18,6,7,10:30:00,5.76,0.0,5.6957,10:31:00,5.8079,trailing_stop,0.0479,8680,415.45,0.0643,1.0,0
SNSE,2026-02-18,12,9,19:03:00,24.4,0.0,24.1894,19:04:00,24.5847,trailing_stop,0.1847,2049,378.42,0.2106,1.0,0
FIGG,2026-02-20,4,10,11:27:00,2.0697,0.0,2.0449,11:30:00,2.0449,stop_hit,-0.0248,24158,-599.72,0.0248,3.0,0
GITS,2026-02-23,6,7,08:23:00,2.2,0.0,2.155,08:24:00,2.9875,trailing_stop,0.7875,22729,17904.16,0.045,1.0,0
LUNL,2026-02-23,6,8,10:47:00,13.64,0.0,13.547,10:52:00,13.547,stop_hit,-0.093,3665,-340.67,0.093,5.0,0
MSGM,2026-02-23,7,8,10:56:00,3.745,0.0,3.6608,10:58:00,3.6608,stop_hit,-0.0842,11880,-1000.0,0.0842,2.0,0
GITS,2026-02-23,16,7,11:05:00,2.33,0.0,2.3042,11:06:00,2.3042,stop_hit,-0.0258,21459,-553.11,0.0258,1.0,0
GITS,2026-02-23,19,7,11:32:00,2.39,0.0,2.3541,11:34:00,2.3541,stop_hit,-0.0359,20920,-751.03,0.0359,2.0,0
HSPT,2026-02-24,5,8,10:37:00,11.9314,0.0,11.7156,10:38:00,12.0821,trailing_stop,0.1507,4190,631.51,0.2158,1.0,0
FIGG,2026-02-24,6,7,11:00:00,2.03,0.0,2.015,11:02:00,2.0475,trailing_stop,0.0175,24630,430.41,0.015,2.0,0
FIGG,2026-02-24,10,7,11:25:00,2.005,0.0,2.005,11:26:00,2.02,trailing_stop,0.015,24937,373.74,0.01,1.0,0
FIGG,2026-02-24,12,8,11:35:00,2.055,0.0,2.0349,11:58:00,2.0801,session_end,0.0251,24330,610.68,0.0201,23.0,0
RGTX,2026-02-25,4,7,10:56:00,6.19,0.0,6.1646,10:57:00,6.2373,trailing_stop,0.0473,8077,381.84,0.0255,1.0,0
RDTL,2026-02-25,11,7,11:42:00,18.19,0.0,18.1246,11:44:00,18.1246,stop_hit,-0.0654,2748,-179.79,0.0654,2.0,0
IONL,2026-02-25,11,7,11:47:00,16.1622,0.0,16.1018,11:48:00,16.2298,trailing_stop,0.0676,3093,209.16,0.0604,1.0,0
CRMG,2026-02-26,13,8,11:39:00,7.13,0.0,7.1022,11:40:00,7.1022,stop_hit,-0.0278,7012,-194.93,0.0278,1.0,0
CRMG,2026-02-26,14,7,11:49:00,7.1,0.0,7.0723,11:51:00,7.116,trailing_stop,0.016,7042,112.94,0.0277,2.0,0
CDIO,2026-02-27,9,7,09:04:00,6.42,0.0,6.394,09:15:00,6.394,stop_hit,-0.026,7788,-202.68,0.026,11.0,0
CDIO,2026-02-27,13,7,09:31:00,6.31,0.0,6.2743,09:32:00,6.3321,trailing_stop,0.0221,7923,175.4,0.0357,1.0,0
SLE,2026-02-27,8,8,10:57:00,4.15,0.0,4.0897,11:11:00,4.0897,stop_hit,-0.0603,12048,-725.89,0.0603,14.0,0
XYZG,2026-02-27,24,7,11:05:00,12.71,0.0,12.6683,11:06:00,12.6683,stop_hit,-0.0418,3933,-164.2,0.0418,1.0,1
SLE,2026-02-27,14,7,11:38:00,4.15,0.0,4.0698,11:40:00,4.0698,stop_hit,-0.0802,12048,-966.25,0.0802,2.0,0
CRCG,2026-03-04,12,8,08:38:00,3.57,0.0,3.5611,08:39:00,3.5955,trailing_stop,0.0255,14005,357.65,0.01,1.0,0
DFSC,2026-03-04,12,9,09:18:00,2.06,0.0,2.0349,09:21:00,2.0349,stop_hit,-0.0251,24271,-609.2,0.0251,3.0,0
VCIG,2026-03-04,7,7,10:30:00,10.177,0.0,9.6757,10:32:00,9.6757,stop_hit,-0.5013,1995,-999.99,0.5013,2.0,0
OKTG,2026-03-05,4,7,09:27:00,10.11,0.0,9.596,09:31:00,10.743,trailing_stop,0.633,3890,964.62,0.514,4.0,0
MTEK,2026-03-05,30,7,18:42:00,2.04,0.0,2.0349,18:43:00,2.0349,stop_hit,-0.0051,24509,-125.0,0.01,1.0,0
MTEK,2026-03-05,37,8,19:40:00,2.06,0.0,2.005,19:58:00,2.01,session_end,-0.05,18173,-908.65,0.055,18.0,0
CKX,2026-03-09,5,8,10:39:00,11.04,0.0,11.0124,10:41:00,11.4662,trailing_stop,0.4262,4528,1929.83,0.0276,2.0,0
AGH,2026-03-09,8,7,15:28:00,5.475,0.0,5.4563,15:29:00,5.4563,stop_hit,-0.0187,9132,-170.54,0.0187,1.0,0
AGH,2026-03-09,12,7,16:40:00,5.34,0.0,5.3266,16:41:00,5.4133,trailing_stop,0.0733,9363,686.54,0.0133,1.0,0
AGH,2026-03-09,15,7,17:07:00,5.47,0.0,5.3965,17:16:00,5.5132,trailing_stop,0.0432,9140,395.19,0.0735,9.0,0
AGH,2026-03-09,29,8,19:29:00,5.19,0.0,5.1371,19:32:00,5.1371,stop_hit,-0.0529,9633,-509.34,0.0529,3.0,0
CRMX,2026-03-10,8,7,09:37:00,17.355,0.0,17.0972,09:40:00,17.7711,trailing_stop,0.4161,2881,1198.71,0.2578,3.0,0
SXTP,2026-03-11,5,8,10:20:00,2.08,0.0,2.015,10:24:00,2.015,stop_hit,-0.065,15372,-999.95,0.065,4.0,0
RKDA,2026-03-12,5,10,10:59:00,2.2,0.0,2.1596,11:00:00,2.1596,stop_hit,-0.0404,22727,-918.45,0.0404,1.0,0
LCUT,2026-03-12,8,7,12:57:00,3.36,0.0,3.3217,13:01:00,3.3808,trailing_stop,0.0208,14880,310.06,0.0383,4.0,0
LCUT,2026-03-12,9,8,13:46:00,3.4,0.0,3.3416,13:57:00,3.3416,stop_hit,-0.0584,14705,-858.4,0.0584,11.0,0
LCUT,2026-03-12,10,8,13:58:00,3.39,0.0,3.3317,14:16:00,3.4209,trailing_stop,0.0309,14749,455.37,0.0583,18.0,0
LCUT,2026-03-12,23,10,16:58:00,3.38,0.0,3.3716,16:59:00,3.4458,trailing_stop,0.0658,14792,972.94,0.01,1.0,0
LCUT,2026-03-12,25,7,17:18:00,3.36,0.0,3.3516,17:19:00,3.3958,trailing_stop,0.0358,14880,532.7,0.01,1.0,0
LCUT,2026-03-12,32,8,18:40:00,3.18,0.0,3.1621,18:44:00,3.221,trailing_stop,0.041,15723,645.23,0.0179,4.0,0
ARTL,2026-03-18,8,7,09:45:00,7.22,0.0,6.783,09:46:00,7.9315,trailing_stop,0.7115,4576,1631.34,0.437,1.0,0
ZENA,2026-03-18,18,7,10:26:00,2.245,0.0,2.2344,10:29:00,2.2344,stop_hit,-0.0106,22271,-236.07,0.0106,3.0,0
ZENA,2026-03-18,19,7,10:29:00,2.23,0.0,2.2294,10:30:00,2.2496,trailing_stop,0.0196,22421,439.59,0.01,1.0,0
ZENA,2026-03-18,30,9,11:55:00,2.1897,0.0,2.1646,11:58:00,2.185,session_end,-0.0047,22834,-107.32,0.0251,3.0,0
ARTL,2026-03-18,16,8,17:48:00,6.75,0.0,6.6733,17:53:00,6.8316,trailing_stop,0.0816,7407,604.69,0.0767,5.0,0
ARTL,2026-03-18,18,8,18:16:00,6.87,0.0,6.8329,18:17:00,6.9814,trailing_stop,0.1114,7278,811.04,0.0371,1.0,0
ARTL,2026-03-18,22,7,18:56:00,7.15,0.0,7.1321,18:57:00,7.1611,trailing_stop,0.0111,6993,77.36,0.0179,1.0,0
SER,2026-03-19,10,8,11:07:00,2.18,0.0,2.1446,11:08:00,2.2023,trailing_stop,0.0223,22935,511.74,0.0354,1.0,0
SER,2026-03-19,28,7,19:22:00,2.4702,0.0,2.4638,19:23:00,2.4768,trailing_stop,0.0066,20241,133.84,0.01,1.0,0
RDGT,2026-03-20,3,7,10:58:00,2.6,0.0,2.5835,11:00:00,2.6517,trailing_stop,0.0517,19230,993.47,0.0165,2.0,0
AHMA,2026-03-23,3,8,09:02:00,4.43,0.0,4.4189,09:03:00,4.4645,trailing_stop,0.0345,11286,388.94,0.0111,1.0,0
AHMA,2026-03-23,38,7,19:26:00,2.07,0.0,2.015,19:27:00,2.015,stop_hit,-0.055,18165,-999.98,0.055,1.0,0
LICN,2026-03-24,4,7,08:52:00,4.4,0.0,4.1696,09:15:00,4.6348,trailing_stop,0.2348,8678,518.73,0.2305,23.0,0
LICN,2026-03-24,19,7,11:36:00,4.2,0.0,4.1995,11:37:00,4.1995,stop_hit,-0.0005,11904,-6.25,0.01,1.0,0
MKDW,2026-03-26,6,8,04:37:00,4.99,0.0,4.9576,04:54:00,5.1138,trailing_stop,0.1238,10020,1240.35,0.0324,17.0,0
MKDW,2026-03-26,7,8,05:06:00,4.95,0.0,4.9376,05:10:00,4.9376,stop_hit,-0.0124,10101,-125.0,0.0124,4.0,0
ASTN,2026-03-26,4,8,07:00:00,13.22,0.0,13.177,07:31:00,13.3385,trailing_stop,0.1185,3782,448.12,0.043,31.0,0
ASTN,2026-03-26,6,10,07:36:00,13.37,0.0,13.2668,08:00:00,13.4484,trailing_stop,0.0784,3739,293.04,0.1032,24.0,0
MKDW,2026-03-26,28,7,09:17:00,5.3,0.0,5.1172,09:35:00,5.1172,stop_hit,-0.1828,5469,-999.87,0.1828,18.0,0
NDLS,2026-03-26,13,7,09:30:00,7.5,0.0,7.3316,09:31:00,8.1638,trailing_stop,0.6638,6620,4052.3,0.1684,1.0,1
ICU,2026-03-26,6,7,09:40:00,2.5,0.0,2.4649,09:41:00,2.5425,trailing_stop,0.0425,20000,849.22,0.0351,1.0,0
NDRA,2026-03-26,6,8,09:52:00,4.0,0.0,3.8803,09:53:00,4.0751,trailing_stop,0.0751,12398,526.95,0.1197,1.0,0
YDDL,2026-03-26,9,7,11:02:00,12.35,0.0,12.1696,11:04:00,12.8898,trailing_stop,0.5398,4048,2185.11,0.1804,2.0,0
NDRA,2026-03-26,19,7,11:17:00,4.45,0.0,4.3895,11:40:00,4.5197,trailing_stop,0.0697,11235,783.63,0.0605,23.0,0
YDDL,2026-03-26,11,7,11:24:00,12.52,0.0,12.4787,11:25:00,12.5444,trailing_stop,0.0244,3993,97.28,0.0413,1.0,1
LOVE,2026-03-26,21,8,11:45:00,13.7354,0.0,13.6458,11:47:00,13.7951,trailing_stop,0.0597,3640,217.31,0.0896,2.0,0
YDDL,2026-03-26,13,8,11:49:00,12.59,0.0,12.5585,11:52:00,12.8243,trailing_stop,0.2343,3971,930.26,0.0315,3.0,0
ASTN,2026-03-26,29,7,12:28:00,13.72,0.0,13.6364,12:30:00,13.8245,trailing_stop,0.1045,3644,380.84,0.0836,2.0,0
ICU,2026-03-26,21,8,12:29:00,2.875,0.0,2.8358,12:31:00,2.8358,stop_hit,-0.0392,17391,-681.85,0.0392,2.0,1
MKDW,2026-03-26,33,7,13:54:00,7.09,0.0,7.0723,13:55:00,7.2211,trailing_stop,0.1311,7052,924.78,0.0177,1.0,0
ICU,2026-03-26,34,8,14:02:00,2.9,0.0,2.8141,14:25:00,2.9471,trailing_stop,0.0471,17082,342.13,0.0859,23.0,0
LOVE,2026-03-26,35,8,14:04:00,13.48,0.0,13.4363,14:05:00,13.5882,trailing_stop,0.1082,3709,401.17,0.0437,1.0,1
YDDL,2026-03-26,36,7,14:32:00,12.94,0.0,12.893,14:35:00,13.2565,trailing_stop,0.3165,3863,1222.61,0.047,3.0,0
NDRA,2026-03-26,45,7,14:35:00,4.48,0.0,4.3896,15:26:00,4.5348,trailing_stop,0.0548,11158,601.75,0.0904,51.0,0
LICN,2026-03-26,34,7,15:15:00,4.79,0.0,4.778,15:16:00,4.778,stop_hit,-0.012,10438,-125.0,0.012,1.0,1
LICN,2026-03-26,38,8,15:45:00,4.9,0.0,4.8479,15:47:00,4.9739,trailing_stop,0.0739,10204,754.33,0.0522,2.0,0
FATN,2026-03-26,39,9,16:36:00,2.32,0.0,2.3142,16:37:00,2.3471,trailing_stop,0.0271,21551,584.03,0.01,1.0,0
NDLS,2026-03-26,31,7,16:59:00,9.4,0.0,9.187,17:10:00,9.187,stop_hit,-0.213,4694,-999.94,0.213,11.0,0
AIFF,2026-03-26,13,7,17:11:00,2.71,0.0,2.6833,17:12:00,2.7266,trailing_stop,0.0166,18450,306.96,0.0267,1.0,0
AIFF,2026-03-26,19,7,19:13:00,2.82,0.0,2.803,19:15:00,2.8315,trailing_stop,0.0115,17730,203.67,0.017,2.0,0
NDLS,2026-03-26,41,8,19:21:00,9.5,0.0,9.3865,19:39:00,9.5932,trailing_stop,0.0932,5263,490.71,0.1135,18.0,0
HWH,2026-03-26,5,7,19:38:00,2.0005,0.0,1.9551,19:39:00,1.9551,stop_hit,-0.0454,22026,-999.98,0.0454,1.0,1
FATN,2026-03-26,56,7,19:42:00,2.35,0.0,2.3242,19:57:00,2.35,session_end,0.0,21276,0.0,0.0258,15.0,0
AIFF,2026-03-26,24,7,19:43:00,2.88,0.0,2.8538,19:49:00,2.9266,trailing_stop,0.0466,17361,809.43,0.0262,6.0,1
MKDW,2026-03-26,53,9,19:48:00,7.22,0.0,7.1521,19:49:00,7.256,trailing_stop,0.036,6925,249.56,0.0679,1.0,2
NDLS,2026-03-26,44,8,19:57:00,9.65,0.0,9.6059,19:57:00,9.65,session_end,0.0,5181,0.0,0.0441,0.0,0
SST,2026-03-27,4,8,16:46:00,2.79,0.0,2.3964,19:51:00,2.74,session_end,-0.05,2540,-127.0,0.3936,185.0,0
RBNE,2026-03-27,5,7,17:21:00,2.5,0.0,2.4738,17:47:00,2.5269,trailing_stop,0.0269,20000,538.0,0.0262,26.0,1
EEIQ,2026-03-30,2,7,04:46:00,7.394,0.0,7.2518,04:54:00,7.2518,stop_hit,-0.1422,6762,-961.39,0.1422,8.0,0
ASTC,2026-03-30,10,7,06:14:00,2.85,0.0,2.7531,06:24:00,2.9315,trailing_stop,0.0815,17275,643.62,0.0969,10.0,0
KIDZ,2026-03-31,5,8,14:27:00,3.15,0.0,3.1122,14:41:00,3.1122,stop_hit,-0.0378,15873,-600.0,0.0378,14.0,0
GVH,2026-03-31,4,8,16:48:00,2.3,0.0,2.2444,16:50:00,2.2444,stop_hit,-0.0556,17977,-999.97,0.0556,2.0,0
NPT,2026-03-31,12,9,17:16:00,7.77,0.0,7.581,17:25:00,7.581,stop_hit,-0.189,5291,-1000.0,0.189,9.0,0
WSHP,2026-03-31,8,7,17:20:00,7.2,0.0,7.182,17:30:00,7.182,stop_hit,-0.018,6944,-124.99,0.018,10.0,1
MASK,2026-03-31,8,9,18:01:00,2.14,0.0,2.0948,18:55:00,2.0948,stop_hit,-0.0452,22099,-999.98,0.0452,54.0,0
GVH,2026-03-31,14,7,18:26:00,2.3199,0.0,2.3141,18:27:00,2.3141,stop_hit,-0.0058,21552,-125.0,0.01,1.0,1
GVH,2026-03-31,16,8,18:38:00,2.36,0.0,2.3441,18:40:00,2.3441,stop_hit,-0.0159,21186,-336.33,0.0159,2.0,1
KIDZ,2026-03-31,24,9,18:44:00,3.14,0.0,3.1022,19:00:00,3.1022,stop_hit,-0.0378,15923,-601.49,0.0378,16.0,1
GVH,2026-03-31,22,7,19:14:00,2.32,0.0,2.2942,19:21:00,2.3371,trailing_stop,0.0171,21551,369.06,0.0257,7.0,0
VOR,2026-04-01,3,10,04:33:00,18.72,0.0,18.2942,05:45:00,19.0471,trailing_stop,0.3271,2664,751.25,0.4258,72.0,0
NPT,2026-04-01,19,8,08:07:00,8.03,0.0,7.571,09:21:00,7.571,stop_hit,-0.459,2178,-999.65,0.459,74.0,0
APLX,2026-04-01,19,7,09:08:00,11.51,0.0,11.4014,09:13:00,11.6057,trailing_stop,0.0957,4344,415.78,0.1086,5.0,1
VOR,2026-04-01,12,8,09:31:00,19.11,0.0,18.5036,10:57:00,18.5036,stop_hit,-0.6064,1649,-999.91,0.6064,86.0,0
BCG,2026-04-01,18,7,17:27:00,2.32,0.0,2.3142,17:29:00,2.3371,trailing_stop,0.0171,21551,368.52,0.01,2.0,0
AGPU,2026-04-01,10,7,19:03:00,3.69,0.0,3.6608,19:04:00,3.6608,stop_hit,-0.0292,13550,-395.32,0.0292,1.0,0
RENX,2026-04-01,11,7,19:31:00,2.5602,0.0,2.5436,19:32:00,2.5436,stop_hit,-0.0166,19529,-323.69,0.0166,1.0,0
BCG,2026-04-01,33,8,19:31:00,2.31,0.0,2.2743,19:58:00,2.2743,stop_hit,-0.0357,21645,-772.73,0.0357,27.0,1
SST,2026-04-01,15,10,19:37:00,4.68,0.0,4.5386,19:40:00,4.5386,stop_hit,-0.1414,7073,-999.95,0.1414,3.0,0
KIDZ,2026-04-02,20,7,06:40:00,3.82,0.0,3.8005,06:41:00,3.8005,stop_hit,-0.0195,13089,-255.56,0.0195,1.0,0
GLND,2026-04-02,5,7,06:57:00,9.02,0.0,8.9476,07:02:00,8.9476,stop_hit,-0.0724,5543,-401.45,0.0724,5.0,0
SKYQ,2026-04-02,2,7,07:01:00,2.98,0.0,2.6434,07:08:00,2.6434,stop_hit,-0.3366,2970,-999.78,0.3366,7.0,1
BATL,2026-04-02,7,7,08:58:00,5.16,0.0,5.1371,08:59:00,5.1986,trailing_stop,0.0386,9689,373.63,0.0229,1.0,0
KIDZ,2026-04-02,42,8,12:00:00,3.35,0.0,3.2917,12:08:00,3.2917,stop_hit,-0.0583,14925,-869.38,0.0583,8.0,0
BATL,2026-04-02,29,8,12:12:00,4.44,0.0,4.399,12:23:00,4.5095,trailing_stop,0.0695,11261,782.5,0.041,11.0,0
KIDZ,2026-04-02,44,7,12:21:00,3.38,0.0,3.3416,12:28:00,3.4008,trailing_stop,0.0208,14792,307.86,0.0384,7.0,1
KIDZ,2026-04-02,48,7,12:43:00,3.39,0.0,3.3716,12:44:00,3.3716,stop_hit,-0.0185,14749,-272.12,0.0185,1.0,0
BATL,2026-04-02,47,10,14:06:00,4.46,0.0,4.399,14:11:00,4.399,stop_hit,-0.061,11210,-684.09,0.061,5.0,0
BATL,2026-04-02,53,8,14:52:00,4.26,0.0,4.2095,15:04:00,4.2095,stop_hit,-0.0505,11737,-593.31,0.0505,12.0,0
TURB,2026-04-02,26,8,15:08:00,3.37,0.0,3.3245,15:13:00,3.3245,stop_hit,-0.0455,14836,-675.51,0.0455,5.0,0
BATL,2026-04-02,60,8,15:32:00,4.16,0.0,4.1424,15:33:00,4.1812,trailing_stop,0.0212,12019,254.91,0.0176,1.0,0
