symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes,slot
KIDZ,2026-04-21,34,7,13:12:00,1.53,0.0,1.5068,14:05:00,1.5381,session_end,0.0081,32679,264.7,0.0232,53.0,2
UNHG,2026-04-21,40,7,13:35:00,16.77,0.0,16.6732,13:46:00,16.8266,trailing_stop,0.0566,2981,168.74,0.0968,11.0,0
SPPL,2026-04-21,30,9,14:46:00,2.15,0.0,2.1445,14:55:00,2.1445,stop_hit,-0.0055,23255,-127.32,0.01,9.0,0
VELO,2026-04-21,19,8,14:55:00,15.23,0.0,14.9743,15:21:00,15.3621,trailing_stop,0.1321,3282,433.67,0.2557,26.0,0
SPPL,2026-04-21,37,7,16:00:00,2.18,0.0,2.1646,16:22:00,2.1646,stop_hit,-0.0154,22935,-353.77,0.0154,22.0,0
XRTX,2026-04-21,22,7,16:19:00,2.64,0.0,2.6318,16:20:00,2.6459,trailing_stop,0.0059,18939,111.78,0.01,1.0,1
VELO,2026-04-21,28,7,16:37:00,15.372,0.0,15.2917,16:39:00,15.4198,trailing_stop,0.0478,3252,155.57,0.0803,2.0,0
SPRC,2026-04-21,29,7,17:09:00,5.6,0.0,5.586,17:11:00,5.632,trailing_stop,0.032,8928,285.7,0.014,2.0,0
SPRC,2026-04-21,32,9,17:51:00,5.56,0.0,5.5461,17:52:00,5.673,trailing_stop,0.1131,8992,1016.55,0.0139,1.0,0
SPRC,2026-04-21,33,10,18:05:00,5.67,0.0,5.586,18:34:00,5.586,stop_hit,-0.084,8818,-740.71,0.084,29.0,0
BATL,2026-04-21,53,7,18:15:00,4.05,0.0,4.0199,18:23:00,4.0199,stop_hit,-0.0301,12345,-371.28,0.0301,8.0,1
SPRC,2026-04-21,41,7,19:14:00,5.69,0.0,5.6658,19:15:00,5.6658,stop_hit,-0.0242,8787,-212.65,0.0242,1.0,0
BATL,2026-04-21,66,7,19:41:00,4.03,0.0,4.0201,19:42:00,4.055,trailing_stop,0.025,12406,309.68,0.01,1.0,0
XRTX,2026-04-21,36,8,19:51:00,2.74,0.0,2.7032,19:53:00,2.7032,stop_hit,-0.0368,18248,-671.07,0.0368,2.0,0
BMNU,2026-04-22,6,7,06:16:00,2.26,0.0,2.2444,07:00:00,2.2444,stop_hit,-0.0156,22123,-345.67,0.0156,44.0,0
BMNU,2026-04-22,10,8,07:53:00,2.29,0.0,2.2643,08:11:00,2.2643,stop_hit,-0.0257,21834,-560.59,0.0257,18.0,0
DCX,2026-04-22,6,7,09:02:00,2.0983,0.0,2.0848,09:05:00,2.1132,trailing_stop,0.0149,23828,355.93,0.0135,3.0,0
BMNU,2026-04-22,16,7,09:20:00,2.28,0.0,2.2643,09:25:00,2.2643,stop_hit,-0.0157,21929,-343.74,0.0157,5.0,0
DCX,2026-04-22,10,7,09:21:00,2.11,0.0,2.0948,09:22:00,2.0948,stop_hit,-0.0152,23696,-361.36,0.0152,1.0,1
ELPW,2026-04-22,5,7,09:44:00,2.7,0.0,2.5283,09:46:00,2.5283,stop_hit,-0.1717,5822,-999.85,0.1717,2.0,0
BMNU,2026-04-22,21,8,10:59:00,2.3,0.0,2.2743,11:08:00,2.3171,trailing_stop,0.0171,21739,372.82,0.0257,9.0,0
KBSX,2026-04-22,10,7,11:09:00,1.43,0.0,1.4264,11:10:00,1.4264,stop_hit,-0.0036,34965,-125.0,0.01,1.0,0
KBSX,2026-04-22,11,7,11:20:00,1.43,0.0,1.4264,11:23:00,1.4382,trailing_stop,0.0082,34965,287.15,0.01,3.0,0
DCX,2026-04-22,24,9,12:38:00,2.09,0.0,2.0749,12:39:00,2.1024,trailing_stop,0.0124,23923,297.84,0.0151,1.0,0
DCX,2026-04-22,44,8,16:29:00,2.04,0.0,2.0249,16:40:00,2.0625,trailing_stop,0.0225,24509,550.53,0.0151,11.0,0
MVO,2026-04-23,26,7,13:41:00,2.5199,0.0,2.5137,13:50:00,2.5397,trailing_stop,0.0198,19842,392.87,0.01,9.0,0
AKAN,2026-04-23,10,8,19:44:00,9.33,0.0,9.197,19:58:00,9.197,stop_hit,-0.133,5359,-713.01,0.133,14.0,0
ELPW,2026-04-24,6,7,04:49:00,2.57,0.0,2.5605,04:56:00,2.6152,trailing_stop,0.0452,19455,880.17,0.01,7.0,0
ELPW,2026-04-24,19,8,07:01:00,2.67,0.0,2.5935,07:02:00,2.7417,trailing_stop,0.0717,18522,783.85,0.0765,1.0,0
ARTL,2026-04-24,3,7,07:06:00,4.09,0.0,4.0399,08:56:00,4.0399,stop_hit,-0.0501,12224,-612.73,0.0501,110.0,0
ELPW,2026-04-24,20,7,07:10:00,2.73,0.0,2.6933,07:11:00,2.6933,stop_hit,-0.0367,18315,-673.08,0.0367,1.0,1
ARTL,2026-04-24,21,9,09:29:00,4.09,0.0,4.0299,09:30:00,4.2,trailing_stop,0.11,12224,1344.03,0.0601,1.0,0
ARTL,2026-04-24,29,7,10:23:00,4.1029,0.0,4.0799,10:24:00,4.1236,trailing_stop,0.0207,12186,252.1,0.023,1.0,0
ARTL,2026-04-24,39,7,12:55:00,4.0603,0.0,4.0199,13:04:00,4.0199,stop_hit,-0.0404,12314,-497.18,0.0404,9.0,0
ARTL,2026-04-24,40,8,13:13:00,4.0535,0.0,4.0017,15:48:00,4.0017,stop_hit,-0.0518,12335,-639.31,0.0518,155.0,0
MIGI,2026-04-24,38,8,13:57:00,7.1199,0.0,7.0197,14:51:00,7.0197,stop_hit,-0.1002,7022,-703.56,0.1002,54.0,1
MIGI,2026-04-24,48,7,15:25:00,7.11,0.0,7.1022,15:28:00,7.276,trailing_stop,0.166,7032,1167.31,0.01,3.0,1
ELPW,2026-04-24,26,7,16:18:00,3.5201,0.0,3.5112,16:19:00,3.5655,trailing_stop,0.0455,14204,645.57,0.01,1.0,0
ELPW,2026-04-27,7,7,06:16:00,4.175,0.0,4.1596,06:17:00,4.2023,trailing_stop,0.0273,11976,326.8,0.0154,1.0,0
ELPW,2026-04-27,13,7,07:47:00,4.17,0.0,4.1496,07:48:00,4.1898,trailing_stop,0.0198,11990,237.4,0.0204,1.0,0
ELPW,2026-04-27,17,7,09:07:00,4.07,0.0,4.0598,09:08:00,4.0849,trailing_stop,0.0149,12285,183.2,0.0102,1.0,0
CLIK,2026-04-27,35,8,12:36:00,3.145,0.0,3.1322,12:38:00,3.1656,trailing_stop,0.0206,15898,327.1,0.0128,2.0,0
ELPW,2026-04-27,38,8,14:34:00,4.1086,0.0,4.0399,14:35:00,4.0399,stop_hit,-0.0687,12169,-836.31,0.0687,1.0,0
ELPW,2026-04-27,39,7,14:44:00,4.04,0.0,4.0349,14:45:00,4.0349,stop_hit,-0.0051,12376,-63.27,0.01,1.0,0
AKAN,2026-04-28,6,9,04:54:00,11.52,0.0,11.4812,04:56:00,11.6806,trailing_stop,0.1606,4340,697.06,0.0388,2.0,0
AKAN,2026-04-28,8,10,05:11:00,11.55,0.0,11.5211,05:13:00,11.6729,trailing_stop,0.1229,4329,531.87,0.0289,2.0,0
AKAN,2026-04-28,9,10,05:20:00,11.52,0.0,11.4912,05:21:00,11.5356,trailing_stop,0.0156,4340,67.7,0.0288,1.0,0
AKAN,2026-04-28,12,7,05:39:00,11.35,0.0,11.3117,05:40:00,11.3808,trailing_stop,0.0308,4405,135.78,0.0383,1.0,0
AKAN,2026-04-28,13,7,05:44:00,11.327,0.0,11.2917,05:46:00,11.5969,trailing_stop,0.2699,4414,1191.56,0.0353,2.0,0
EDSA,2026-04-28,17,8,06:04:00,10.98,0.0,10.8329,06:21:00,10.8329,stop_hit,-0.1471,4553,-669.97,0.1471,17.0,0
AKAN,2026-04-28,18,7,06:31:00,11.42,0.0,11.3793,06:38:00,11.6796,trailing_stop,0.2596,4378,1136.71,0.0407,7.0,0
EDSA,2026-04-28,24,7,07:09:00,10.82,0.0,10.717,07:17:00,10.717,stop_hit,-0.103,4621,-475.78,0.103,8.0,0
BEZ,2026-04-28,22,7,07:42:00,4.56,0.0,4.5286,07:45:00,4.5286,stop_hit,-0.0313,10964,-343.72,0.0313,3.0,0
DAMD,2026-04-28,17,7,08:01:00,7.3305,0.0,7.2818,08:14:00,7.2818,stop_hit,-0.0487,6820,-332.47,0.0487,13.0,0
BEZ,2026-04-28,24,8,08:01:00,4.63,0.0,4.5536,08:50:00,4.5536,stop_hit,-0.0764,10799,-825.18,0.0764,49.0,1
IREZ,2026-04-28,19,8,08:17:00,14.58,0.0,14.5037,08:20:00,14.5037,stop_hit,-0.0763,3429,-261.8,0.0763,3.0,0
DAMD,2026-04-28,22,8,09:00:00,7.2695,0.0,7.2319,09:04:00,7.3012,trailing_stop,0.0317,6878,217.95,0.0376,4.0,0
DRCT,2026-04-28,16,7,09:23:00,2.9301,0.0,2.9127,09:25:00,2.9613,trailing_stop,0.0312,17064,532.4,0.0174,2.0,0
IREZ,2026-04-28,26,7,09:24:00,14.29,0.0,14.2443,09:25:00,14.3572,trailing_stop,0.0672,3498,234.89,0.0457,1.0,1
SPPL,2026-04-28,17,8,11:38:00,2.33,0.0,2.3143,12:31:00,2.3421,trailing_stop,0.0121,21459,260.72,0.0157,53.0,0
DAMD,2026-04-28,41,7,11:53:00,7.17,0.0,7.1471,11:57:00,7.1471,stop_hit,-0.0229,6973,-159.77,0.0229,4.0,1
DAMD,2026-04-28,43,7,12:27:00,7.1114,0.0,7.0922,12:34:00,7.1285,trailing_stop,0.0171,7030,120.3,0.0192,7.0,1
NEXR,2026-04-28,4,7,13:21:00,2.43,0.0,2.4289,13:22:00,2.4289,stop_hit,-0.0011,20576,-22.38,0.01,1.0,0
DRCT,2026-04-28,33,7,14:25:00,2.9099,0.0,2.8928,14:38:00,2.921,trailing_stop,0.0111,17182,190.29,0.0171,13.0,0
DRCT,2026-04-28,36,9,15:32:00,2.8599,0.0,2.833,15:59:00,2.833,stop_hit,-0.0269,17483,-470.3,0.0269,27.0,0
DAMD,2026-04-28,46,8,15:35:00,6.97,0.0,6.9426,15:38:00,6.9863,trailing_stop,0.0163,7173,116.92,0.0274,3.0,1
IREZ,2026-04-28,51,8,15:51:00,15.38,0.0,15.2518,15:57:00,15.2518,stop_hit,-0.1282,3250,-416.73,0.1282,6.0,1
EDSA,2026-04-28,62,7,17:52:00,14.18,0.0,14.0548,18:25:00,14.0548,stop_hit,-0.1252,3526,-441.54,0.1252,33.0,0
DRCT,2026-04-28,46,9,17:54:00,2.72,0.0,2.6933,18:00:00,2.8166,trailing_stop,0.0966,18382,1776.16,0.0267,6.0,1
IREZ,2026-04-28,58,9,18:14:00,15.1,0.0,15.0224,18:31:00,15.0224,stop_hit,-0.0776,3311,-257.1,0.0776,17.0,1
EDSA,2026-04-28,67,7,18:30:00,14.2,0.0,14.1047,18:32:00,14.1047,stop_hit,-0.0953,3521,-335.73,0.0953,2.0,0
NEXR,2026-04-28,27,7,18:50:00,2.19,0.0,2.1845,18:51:00,2.1845,stop_hit,-0.0055,22831,-125.0,0.01,1.0,0
EDSA,2026-04-28,78,7,19:38:00,14.1483,0.0,14.1146,19:39:00,14.1146,stop_hit,-0.0337,3533,-118.97,0.0337,1.0,0
CRWG,2026-04-29,2,8,04:21:00,4.22,0.0,4.1895,05:28:00,4.2498,trailing_stop,0.0298,11848,352.48,0.0305,67.0,0
ROLR,2026-04-29,4,7,04:40:00,10.2,0.0,10.0548,04:54:00,10.0548,stop_hit,-0.1452,4901,-711.63,0.1452,14.0,1
SKYQ,2026-04-29,9,7,05:26:00,5.8171,0.0,5.7934,05:37:00,5.9681,trailing_stop,0.151,8595,1298.19,0.0237,11.0,1
SKYQ,2026-04-29,12,7,05:42:00,5.9,0.0,5.8055,07:00:00,6.3327,trailing_stop,0.4327,8474,3666.91,0.0945,78.0,0
ROLR,2026-04-29,10,7,06:02:00,10.1,0.0,10.0797,06:07:00,10.1899,trailing_stop,0.0899,4950,444.85,0.0203,5.0,1
CRWG,2026-04-29,9,8,07:12:00,4.32,0.0,4.2893,07:16:00,4.3946,trailing_stop,0.0746,11574,863.71,0.0308,4.0,0
RDAC,2026-04-29,20,7,07:27:00,6.2655,0.0,6.0349,07:28:00,6.5447,trailing_stop,0.2792,7811,1122.6,0.2306,1.0,0
SKYQ,2026-04-29,27,7,08:14:00,6.26,0.0,6.1945,08:15:00,6.3372,trailing_stop,0.0772,7987,616.9,0.0655,1.0,0
SKYQ,2026-04-29,28,10,08:21:00,6.28,0.0,6.2144,08:26:00,6.3972,trailing_stop,0.1172,7961,933.13,0.0656,5.0,0
CRWG,2026-04-29,14,8,09:03:00,4.32,0.0,4.2893,09:16:00,4.3846,trailing_stop,0.0646,11574,747.97,0.0308,13.0,0
KBSX,2026-04-29,8,7,11:00:00,1.315,0.0,1.2868,11:08:00,1.2868,stop_hit,-0.0282,35429,-999.98,0.0282,8.0,0
CRWG,2026-04-29,23,10,11:51:00,4.7196,0.0,4.6883,11:52:00,4.6883,stop_hit,-0.0313,10594,-332.12,0.0313,1.0,0
AXIL,2026-04-29,5,8,12:42:00,6.3801,0.0,6.3641,12:44:00,6.522,trailing_stop,0.1419,7836,1111.73,0.016,2.0,0
CRWG,2026-04-29,30,8,13:02:00,4.68,0.0,4.6384,13:10:00,4.7493,trailing_stop,0.0693,10683,740.2,0.0416,8.0,0
ROLR,2026-04-29,44,7,13:05:00,8.45,0.0,8.4289,13:06:00,8.5054,trailing_stop,0.0554,5917,328.02,0.0211,1.0,1
ROLR,2026-04-29,45,9,13:14:00,8.5199,0.0,8.4688,13:16:00,8.5744,trailing_stop,0.0545,5868,320.03,0.0511,2.0,0
CRWG,2026-04-29,32,7,13:21:00,4.78,0.0,4.7381,13:46:00,4.8091,trailing_stop,0.0291,10460,303.99,0.0419,25.0,0
ROLR,2026-04-29,46,10,13:26:00,8.52,0.0,8.4588,13:27:00,8.6011,trailing_stop,0.0811,5868,475.89,0.0612,1.0,1
ROLR,2026-04-29,48,7,14:11:00,8.525,0.0,8.5037,14:12:00,8.5434,trailing_stop,0.0184,5865,108.17,0.0213,1.0,0
CRWG,2026-04-29,43,7,14:32:00,4.855,0.0,4.8279,14:34:00,4.8714,trailing_stop,0.0164,10298,169.4,0.0271,2.0,0
ROLR,2026-04-29,51,7,14:39:00,8.525,0.0,8.4588,14:43:00,8.4588,stop_hit,-0.0662,5865,-388.26,0.0662,4.0,0
RDAC,2026-04-29,43,7,14:50:00,20.57,0.0,18.9525,14:52:00,18.9525,stop_hit,-1.6175,618,-999.61,1.6175,2.0,0
AXIL,2026-04-29,17,7,15:24:00,6.9276,0.0,6.8937,15:26:00,6.9731,trailing_stop,0.0455,7217,328.09,0.0339,2.0,0
CRWG,2026-04-29,48,8,15:24:00,4.91,0.0,4.8778,15:29:00,4.8778,stop_hit,-0.0322,10183,-328.15,0.0322,5.0,1
CRWG,2026-04-29,54,7,16:01:00,4.82,0.0,4.8179,16:03:00,4.949,trailing_stop,0.129,10373,1337.73,0.01,2.0,0
AXIL,2026-04-29,23,8,16:45:00,6.59,0.0,6.5636,16:53:00,6.6368,trailing_stop,0.0468,7587,354.88,0.0264,8.0,0
ROLR,2026-04-29,65,7,16:47:00,9.17,0.0,9.1371,16:48:00,9.21,trailing_stop,0.04,5452,218.35,0.0329,1.0,1
SKYQ,2026-04-29,54,7,17:19:00,6.43,0.0,6.2843,19:58:00,6.33,session_end,-0.1,6861,-686.1,0.1457,159.0,0
CRWG,2026-04-29,67,8,17:58:00,4.9,0.0,4.8179,18:06:00,4.979,trailing_stop,0.079,10204,805.73,0.0821,8.0,1
AXIL,2026-04-29,35,7,18:42:00,6.3,0.0,6.2543,18:49:00,6.3572,trailing_stop,0.0572,7936,453.64,0.0457,7.0,1
CRWG,2026-04-29,74,8,18:45:00,5.1,0.0,5.0573,18:52:00,5.1287,trailing_stop,0.0287,9803,280.98,0.0427,7.0,2
XTLB,2026-04-29,8,7,19:20:00,3.31,0.0,3.2917,19:25:00,3.3211,trailing_stop,0.0111,15105,167.29,0.0183,5.0,1
ROLR,2026-04-29,78,8,19:36:00,9.34,0.0,9.3266,19:39:00,9.4033,trailing_stop,0.0633,5353,338.91,0.0134,3.0,1
AKAN,2026-04-29,10,7,19:50:00,25.4,0.0,25.3054,19:51:00,25.7327,trailing_stop,0.3327,1968,654.73,0.0946,1.0,1
HCAI,2026-04-30,35,8,04:58:00,5.93,0.0,5.8653,05:07:00,6.0577,trailing_stop,0.1277,8431,1076.22,0.0647,9.0,0
IONZ,2026-04-30,3,7,05:46:00,7.88,0.0,7.8603,06:01:00,7.9002,trailing_stop,0.0202,6345,127.85,0.0197,15.0,0
HCAI,2026-04-30,41,8,06:25:00,6.5,0.0,6.1745,06:27:00,7.0973,trailing_stop,0.5973,6144,1334.86,0.3255,2.0,0
LLYX,2026-04-30,18,7,08:28:00,16.3897,0.0,16.2692,08:30:00,16.2692,stop_hit,-0.1205,3050,-367.45,0.1205,2.0,0
LLYX,2026-04-30,19,10,08:33:00,16.45,0.0,16.2892,08:57:00,16.2892,stop_hit,-0.1608,3039,-488.75,0.1608,24.0,0
CANF,2026-04-30,3,7,12:50:00,2.98,0.0,2.9327,12:51:00,3.0163,trailing_stop,0.0363,16778,609.46,0.0473,1.0,0
WNW,2026-04-30,9,7,12:51:00,3.93,0.0,3.8803,04:00:00,3.8803,stop_hit,-0.0497,12722,-632.6,0.0497,-531.0,0
CANF,2026-04-30,8,7,14:24:00,3.11,0.0,3.0524,14:25:00,3.1412,trailing_stop,0.0312,16077,501.2,0.0576,1.0,0
CANF,2026-04-30,11,7,16:22:00,3.07,0.0,3.0424,16:25:00,3.1362,trailing_stop,0.0662,16286,1077.93,0.0276,3.0,0
WNW,2026-04-30,63,7,17:33:00,4.29,0.0,4.2095,17:37:00,4.2095,stop_hit,-0.0805,11655,-938.81,0.0805,4.0,0
CANF,2026-04-30,22,7,17:47:00,3.06,0.0,3.0524,17:50:00,3.0662,trailing_stop,0.0062,16339,100.89,0.01,3.0,0
FATN,2026-04-30,38,7,17:49:00,3.0,0.0,2.9825,17:51:00,3.0113,trailing_stop,0.0113,16666,187.7,0.0175,2.0,1
LLYX,2026-04-30,101,10,18:26:00,17.43,0.0,17.3465,18:54:00,17.3465,stop_hit,-0.0835,2868,-239.41,0.0835,28.0,0
HCAI,2026-04-30,66,8,18:51:00,10.49,0.0,10.4339,19:02:00,10.4339,stop_hit,-0.0561,4766,-267.61,0.0561,11.0,1
WNW,2026-04-30,79,7,19:38:00,4.16,0.0,4.1296,19:40:00,4.2748,trailing_stop,0.1148,12019,1380.08,0.0304,2.0,0
LABT,2026-05-01,22,8,04:47:00,2.71,0.0,2.6262,04:54:00,2.6262,stop_hit,-0.0838,11935,-999.94,0.0838,7.0,0
ISPC,2026-05-01,31,7,05:42:00,6.2,0.0,6.1546,05:45:00,6.1546,stop_hit,-0.0454,8064,-366.31,0.0454,3.0,0
LABT,2026-05-01,28,9,05:42:00,2.67,0.0,2.6434,05:45:00,2.6867,trailing_stop,0.0167,18726,312.49,0.0266,3.0,1
ISPC,2026-05-01,32,7,05:46:00,6.2,0.0,6.1346,05:47:00,6.3273,trailing_stop,0.1273,8064,1026.65,0.0654,1.0,0
FATN,2026-05-01,23,7,08:45:00,3.01,0.0,2.9726,08:56:00,2.9726,stop_hit,-0.0374,16611,-622.08,0.0374,11.0,0
FATN,2026-05-01,26,9,09:02:00,3.005,0.0,2.9825,09:04:00,3.0188,trailing_stop,0.0138,16638,228.98,0.0225,2.0,0
LABT,2026-05-01,9,7,09:16:00,4.26,0.0,4.2294,09:36:00,4.2294,stop_hit,-0.0306,11737,-359.15,0.0306,20.0,0
JTAI,2026-05-01,4,7,09:17:00,7.31,0.0,7.2718,09:22:00,7.31,session_end,0.0,6839,0.0,0.0382,5.0,1
FATN,2026-05-01,36,7,11:48:00,3.28,0.0,3.2519,11:52:00,3.2519,stop_hit,-0.0281,15243,-429.09,0.0281,4.0,0
FATN,2026-05-01,39,7,12:30:00,3.15,0.0,3.1222,12:31:00,3.1661,trailing_stop,0.0161,15873,255.36,0.0278,1.0,0
FATN,2026-05-01,44,8,13:16:00,3.25,0.0,3.2219,13:25:00,3.266,trailing_stop,0.016,15384,245.57,0.0281,9.0,0
SST,2026-05-01,33,8,13:20:00,4.0299,0.0,3.975,13:23:00,3.975,stop_hit,-0.0549,12407,-680.68,0.0549,3.0,1
FATN,2026-05-01,53,7,14:39:00,3.23,0.0,3.212,14:41:00,3.212,stop_hit,-0.018,15479,-279.4,0.018,2.0,0
BMNU,2026-05-01,17,7,14:50:00,2.04,0.0,2.0248,15:05:00,2.0248,stop_hit,-0.0152,24509,-371.92,0.0152,15.0,0
FATN,2026-05-01,60,7,15:21:00,3.2,0.0,3.192,15:22:00,3.226,trailing_stop,0.026,15625,406.25,0.01,1.0,0
BMNU,2026-05-01,20,10,15:24:00,2.04,0.0,2.0199,16:54:00,2.0199,stop_hit,-0.0201,24509,-491.71,0.0201,90.0,0
FATN,2026-05-01,61,10,15:30:00,3.23,0.0,3.1821,15:36:00,3.1821,stop_hit,-0.0479,15479,-741.06,0.0479,6.0,1
FATN,2026-05-01,63,7,15:36:00,3.2101,0.0,3.202,15:37:00,3.2359,trailing_stop,0.0258,15575,402.42,0.01,1.0,1
UONE,2026-05-01,18,7,16:12:00,7.87,0.0,7.3216,16:22:00,7.3216,stop_hit,-0.5484,1823,-999.64,0.5484,10.0,1
FATN,2026-05-01,68,9,16:34:00,3.04,0.0,3.014,16:39:00,3.067,trailing_stop,0.027,16447,444.45,0.026,5.0,1
LABT,2026-05-01,61,8,16:35:00,3.28,0.0,3.2419,16:43:00,3.3009,trailing_stop,0.0209,15243,319.15,0.0381,8.0,2
FATN,2026-05-01,70,10,17:11:00,3.05,0.0,3.0163,17:37:00,3.0163,stop_hit,-0.0337,16393,-551.78,0.0337,26.0,0
FATN,2026-05-01,72,8,18:00:00,3.02,0.0,2.9925,18:03:00,3.0362,trailing_stop,0.0162,16556,269.03,0.0275,3.0,0
SST,2026-05-01,64,7,18:28:00,3.82,0.0,3.7506,18:29:00,3.7506,stop_hit,-0.0694,13089,-908.38,0.0694,1.0,0
SST,2026-05-01,68,7,19:01:00,3.87,0.0,3.8404,19:02:00,3.8404,stop_hit,-0.0296,12919,-382.73,0.0296,1.0,0
SST,2026-05-01,69,8,19:20:00,3.9,0.0,3.8304,19:22:00,3.8304,stop_hit,-0.0696,12820,-892.27,0.0696,2.0,0
FATN,2026-05-01,75,8,19:23:00,3.05,0.0,3.0025,19:46:00,3.0025,stop_hit,-0.0475,16393,-779.08,0.0475,23.0,0
LWLG,2026-05-04,6,7,05:05:00,18.14,0.0,17.9949,05:21:00,17.9949,stop_hit,-0.1451,2756,-399.9,0.1451,16.0,0
CRE,2026-05-04,5,7,06:53:00,2.82,0.0,2.793,06:56:00,2.8465,trailing_stop,0.0265,17730,469.84,0.027,3.0,0
FATN,2026-05-04,14,10,07:10:00,3.09,0.0,3.0723,07:13:00,3.0723,stop_hit,-0.0177,16181,-286.4,0.0177,3.0,0
FATN,2026-05-04,15,7,07:18:00,3.05,0.0,3.0324,07:23:00,3.0812,trailing_stop,0.0312,16393,511.46,0.0176,5.0,0
FATN,2026-05-04,20,10,08:32:00,3.08,0.0,3.0723,08:34:00,3.0723,stop_hit,-0.0077,16233,-124.99,0.01,2.0,0
CRE,2026-05-04,12,8,08:56:00,2.71,0.0,2.6534,09:05:00,2.6534,stop_hit,-0.0566,17652,-999.99,0.0566,9.0,0
FATN,2026-05-04,22,7,09:31:00,3.05,0.0,3.0125,09:32:00,3.1512,trailing_stop,0.1012,16393,1659.38,0.0375,1.0,0
FATN,2026-05-04,32,7,11:10:00,3.15,0.0,3.1421,11:11:00,3.1961,trailing_stop,0.0461,15873,731.15,0.01,1.0,0
FATN,2026-05-04,38,8,12:14:00,3.14,0.0,3.1222,12:17:00,3.1611,trailing_stop,0.0211,15923,335.78,0.0178,3.0,0
CLNN,2026-05-04,7,8,12:25:00,6.62,0.0,6.6035,12:26:00,6.6817,trailing_stop,0.0617,7552,466.15,0.0165,1.0,0
FATN,2026-05-04,39,9,12:34:00,3.19,0.0,3.1222,12:41:00,3.1222,stop_hit,-0.0678,14743,-999.94,0.0678,7.0,0
FATN,2026-05-04,43,7,13:13:00,3.2,0.0,3.1421,13:16:00,3.1421,stop_hit,-0.0579,15625,-904.3,0.0579,3.0,0
FATN,2026-05-04,44,8,13:23:00,3.17,0.0,3.1322,14:14:00,3.1911,trailing_stop,0.0211,15772,332.39,0.0378,51.0,0
FATN,2026-05-04,51,10,14:15:00,3.21,0.0,3.1371,14:17:00,3.21,session_end,0.0,13724,0.0,0.0729,2.0,0
